H_Total_oil ,H_Total_gas ,H_Total_PW  ,H_Excess    ,H_OutFTPlant,F_Total_Oil ,F_Total_gas ,F_Total_PW  ,F_Excess    ,F_OutFTPlant,
 2.29527E+06, 1.13502E+05, 4.70086E+06, 2.85248E+06, 1.22634E+06, 4.18856E+06, 4.67260E+05, 1.46920E+07, 0.00000E+00, 0.00000E+00,
 2.15466E+06, 1.01969E+05, 4.41285E+06, 2.66095E+06, 1.14099E+06, 3.80104E+06, 4.06233E+05, 1.33327E+07, 0.00000E+00, 0.00000E+00,
 2.02818E+06, 9.23704E+04, 4.15380E+06, 2.48896E+06, 1.06438E+06, 3.46330E+06, 3.52473E+05, 1.21480E+07, 0.00000E+00, 0.00000E+00,
 1.91436E+06, 8.43770E+04, 3.92073E+06, 2.33440E+06, 9.95582E+05, 3.16897E+06, 3.05114E+05, 1.11157E+07, 0.00000E+00, 0.00000E+00,
 1.81192E+06, 7.77153E+04, 3.71092E+06, 2.19538E+06, 9.33761E+05, 2.91247E+06, 2.64369E+05, 1.02160E+07, 0.00000E+00, 0.00000E+00,
 1.71975E+06, 7.21589E+04, 3.52208E+06, 2.07028E+06, 8.78153E+05, 2.68895E+06, 2.30078E+05, 9.43198E+06, 0.00000E+00, 0.00000E+00,
 1.63671E+06, 6.75209E+04, 3.35207E+06, 1.95761E+06, 8.28111E+05, 2.49415E+06, 1.99871E+05, 8.74870E+06, 0.00000E+00, 0.00000E+00,
 1.56197E+06, 6.36461E+04, 3.19897E+06, 1.85604E+06, 7.83045E+05, 2.32439E+06, 1.73260E+05, 8.15329E+06, 0.00000E+00, 0.00000E+00,
 1.49464E+06, 6.04058E+04, 3.06106E+06, 1.76439E+06, 7.42418E+05, 2.17645E+06, 1.49818E+05, 7.63438E+06, 0.00000E+00, 0.00000E+00,
 5.13364E+06, 2.33055E+05, 1.08509E+07, 6.21322E+06, 7.05757E+05, 5.70101E+06, 1.25375E+06, 2.02973E+07, 0.00000E+00, 0.00000E+00,
 4.69445E+06, 2.15287E+05, 9.92249E+06, 5.64392E+06, 2.48529E+06, 5.12600E+06, 1.09884E+06, 1.82501E+07, 0.00000E+00, 0.00000E+00,
 4.30340E+06, 1.99617E+05, 9.09587E+06, 5.13917E+06, 2.25757E+06, 4.62490E+06, 9.62377E+05, 1.64659E+07, 0.00000E+00, 0.00000E+00,
 3.95520E+06, 1.85792E+05, 8.35973E+06, 4.69148E+06, 2.05567E+06, 4.18821E+06, 8.42161E+05, 1.49112E+07, 0.00000E+00, 0.00000E+00,
 3.64506E+06, 1.73589E+05, 7.70418E+06, 4.29431E+06, 1.87659E+06, 3.80766E+06, 7.36260E+05, 1.35563E+07, 0.00000E+00, 0.00000E+00,
 3.36881E+06, 1.62814E+05, 7.12037E+06, 3.94183E+06, 1.71772E+06, 3.47599E+06, 6.42969E+05, 1.23756E+07, 0.00000E+00, 0.00000E+00,
 3.12270E+06, 1.53298E+05, 6.60028E+06, 3.62884E+06, 1.57673E+06, 3.18696E+06, 5.60786E+05, 1.13466E+07, 0.00000E+00, 0.00000E+00,
 2.90353E+06, 1.44890E+05, 6.13707E+06, 3.35084E+06, 1.45153E+06, 2.93508E+06, 4.88920E+05, 1.04499E+07, 0.00000E+00, 0.00000E+00,
 2.70832E+06, 1.37460E+05, 5.72439E+06, 3.10376E+06, 1.34034E+06, 2.71558E+06, 4.26486E+05, 9.66844E+06, 0.00000E+00, 0.00000E+00,
 2.53439E+06, 1.30893E+05, 5.35685E+06, 2.88413E+06, 1.24151E+06, 2.52429E+06, 3.71486E+05, 8.98746E+06, 0.00000E+00, 0.00000E+00,
 2.37949E+06, 1.25087E+05, 5.02930E+06, 2.68867E+06, 1.15365E+06, 2.35759E+06, 3.23035E+05, 8.39396E+06, 0.00000E+00, 0.00000E+00,
 2.24143E+06, 1.19954E+05, 4.73756E+06, 2.51470E+06, 1.07547E+06, 2.21230E+06, 2.80353E+05, 7.87671E+06, 0.00000E+00, 0.00000E+00,
 9.41670E+06, 7.99026E+05, 2.05131E+07, 1.08104E+07, 1.00588E+06, 5.27808E+06, 8.05044E+05, 1.90684E+07, 0.00000E+00, 0.00000E+00,
 8.53882E+06, 7.47431E+05, 1.86011E+07, 9.73207E+06, 4.32417E+06, 4.76348E+06, 7.03563E+05, 1.72093E+07, 0.00000E+00, 0.00000E+00,
 7.75896E+06, 6.99716E+05, 1.69019E+07, 8.77887E+06, 3.89283E+06, 4.31503E+06, 6.14165E+05, 1.55893E+07, 0.00000E+00, 0.00000E+00,
 7.06611E+06, 6.55585E+05, 1.53928E+07, 7.93655E+06, 3.51155E+06, 3.92422E+06, 5.35412E+05, 1.41773E+07, 0.00000E+00, 0.00000E+00,
 6.45081E+06, 6.14760E+05, 1.40522E+07, 7.19189E+06, 3.17462E+06, 3.58365E+06, 4.66036E+05, 1.29470E+07, 0.00000E+00, 0.00000E+00,
 5.90402E+06, 5.76990E+05, 1.28614E+07, 6.53357E+06, 2.87676E+06, 3.28684E+06, 4.04921E+05, 1.18746E+07, 0.00000E+00, 0.00000E+00,
 5.41836E+06, 5.42041E+05, 1.18031E+07, 5.95114E+06, 2.61343E+06, 3.02817E+06, 3.51083E+05, 1.09402E+07, 0.00000E+00, 0.00000E+00,
 4.98682E+06, 5.09698E+05, 1.08633E+07, 5.43601E+06, 2.38045E+06, 2.80275E+06, 3.04187E+05, 1.01259E+07, 0.00000E+00, 0.00000E+00,
 4.60353E+06, 4.79764E+05, 1.00282E+07, 4.98002E+06, 2.17441E+06, 2.60631E+06, 2.63749E+05, 9.41621E+06, 0.00000E+00, 0.00000E+00,
 4.26303E+06, 4.52056E+05, 9.28651E+06, 4.57639E+06, 1.99201E+06, 2.43512E+06, 2.28126E+05, 8.79774E+06, 0.00000E+00, 0.00000E+00,
 3.96060E+06, 4.26407E+05, 8.62753E+06, 4.21886E+06, 1.83056E+06, 2.28594E+06, 1.96745E+05, 8.25874E+06, 0.00000E+00, 0.00000E+00,
 3.69177E+06, 4.02660E+05, 8.04202E+06, 3.90199E+06, 1.68754E+06, 2.15592E+06, 1.69101E+05, 7.78908E+06, 0.00000E+00, 0.00000E+00,
 1.57628E+07, 3.98871E+06, 3.53453E+07, 1.70152E+07, 1.56080E+06, 5.80251E+06, 6.60182E+05, 2.12652E+07, 0.00000E+00, 0.00000E+00,
 1.39902E+07, 3.52972E+06, 3.13707E+07, 1.49826E+07, 6.80610E+06, 5.22765E+06, 5.76067E+05, 1.91584E+07, 0.00000E+00, 0.00000E+00,
 1.24426E+07, 3.12445E+06, 2.79000E+07, 1.32190E+07, 5.99306E+06, 4.72667E+06, 5.01967E+05, 1.73223E+07, 0.00000E+00, 0.00000E+00,
 1.10910E+07, 2.76660E+06, 2.48693E+07, 1.16886E+07, 5.28761E+06, 4.29009E+06, 4.36690E+05, 1.57224E+07, 0.00000E+00, 0.00000E+00,
 9.91062E+06, 2.45057E+06, 2.22224E+07, 1.03601E+07, 4.67542E+06, 3.90962E+06, 3.79187E+05, 1.43280E+07, 0.00000E+00, 0.00000E+00,
 8.87947E+06, 2.17143E+06, 1.99106E+07, 9.20668E+06, 4.14404E+06, 3.57804E+06, 3.28530E+05, 1.31128E+07, 0.00000E+00, 0.00000E+00,
 7.97892E+06, 1.92485E+06, 1.78908E+07, 8.20472E+06, 3.68267E+06, 3.28907E+06, 2.83905E+05, 1.20539E+07, 0.00000E+00, 0.00000E+00,
 7.19222E+06, 1.70700E+06, 1.61273E+07, 7.33469E+06, 3.28189E+06, 3.03726E+06, 2.45656E+05, 1.11311E+07, 0.00000E+00, 0.00000E+00,
 6.50500E+06, 1.51451E+06, 1.45862E+07, 6.57838E+06, 2.93388E+06, 2.81782E+06, 2.13711E+05, 1.03269E+07, 0.00000E+00, 0.00000E+00,
 5.90459E+06, 1.34440E+06, 1.32401E+07, 5.92097E+06, 2.63135E+06, 2.62657E+06, 1.85569E+05, 9.62599E+06, 0.00000E+00, 0.00000E+00,
 5.38004E+06, 1.19404E+06, 1.20636E+07, 5.34900E+06, 2.36839E+06, 2.45991E+06, 1.60779E+05, 9.01522E+06, 0.00000E+00, 0.00000E+00,
 4.92166E+06, 1.06112E+06, 1.10359E+07, 4.85140E+06, 2.13960E+06, 2.31466E+06, 1.38940E+05, 8.48294E+06, 0.00000E+00, 0.00000E+00,
 1.17907E+07, 4.17810E+06, 2.71832E+07, 1.18464E+07, 1.94056E+06, 5.98345E+06, 6.35135E+05, 2.22388E+07, 0.00000E+00, 0.00000E+00,
 1.03381E+07, 3.83367E+06, 2.38343E+07, 1.02964E+07, 4.73857E+06, 5.39253E+06, 5.55526E+05, 2.00423E+07, 0.00000E+00, 0.00000E+00,
 9.06779E+06, 3.50175E+06, 2.09059E+07, 8.95191E+06, 4.11857E+06, 4.87757E+06, 4.85395E+05, 1.81281E+07, 0.00000E+00, 0.00000E+00,
 7.95674E+06, 3.17943E+06, 1.83447E+07, 7.78548E+06, 3.58076E+06, 4.42879E+06, 4.23615E+05, 1.64601E+07, 0.00000E+00, 0.00000E+00,
 6.98524E+06, 2.86747E+06, 1.61047E+07, 6.77362E+06, 3.11419E+06, 4.03770E+06, 3.69191E+05, 1.50065E+07, 0.00000E+00, 0.00000E+00,
 6.13547E+06, 2.56329E+06, 1.41454E+07, 5.89579E+06, 2.70945E+06, 3.69686E+06, 3.21247E+05, 1.37398E+07, 0.00000E+00, 0.00000E+00,
 5.39223E+06, 2.26642E+06, 1.24322E+07, 5.13450E+06, 2.35832E+06, 3.39982E+06, 2.79012E+05, 1.26359E+07, 0.00000E+00, 0.00000E+00,
 4.74226E+06, 1.97651E+06, 1.09334E+07, 4.47397E+06, 2.05380E+06, 3.14097E+06, 2.42338E+05, 1.16739E+07, 0.00000E+00, 0.00000E+00,
 4.17386E+06, 1.69181E+06, 9.62292E+06, 3.90113E+06, 1.78959E+06, 2.91540E+06, 2.10905E+05, 1.08355E+07, 0.00000E+00, 0.00000E+00,
 3.67668E+06, 1.41215E+06, 8.47647E+06, 3.40415E+06, 1.56045E+06, 2.71881E+06, 1.83215E+05, 1.01049E+07, 0.00000E+00, 0.00000E+00,
 3.24175E+06, 1.13696E+06, 7.47382E+06, 2.97308E+06, 1.36166E+06, 2.54749E+06, 1.58822E+05, 9.46828E+06, 0.00000E+00, 0.00000E+00,
 2.86132E+06, 8.66217E+05, 6.59680E+06, 2.59914E+06, 1.18923E+06, 2.39818E+06, 1.37333E+05, 8.91342E+06, 0.00000E+00, 0.00000E+00,
 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.76151E+19,
